1,0,2,4243775758985807,2018-05-26 04:02:57
1,0,2,4243775758985807,2018-05-26 04:03:57
1,0,2,4243775758985807,2018-05-26 04:04:57
1,0,2,4243775758985807,2018-05-26 04:05:57
1,0,2,4243775758985807,2018-05-26 04:06:57
1,0,2,4243775758985807,2018-05-26 04:07:57
1,0,2,4243775758985807,2018-05-26 04:08:58
1,0,2,4243775758985807,2018-05-26 04:09:58
2,0,2,4243775758985807,2018-05-26 04:10:58
2,0,2,4243775758985807,2018-05-26 04:11:58
2,0,2,4243775758985807,2018-05-26 04:12:58
2,0,2,4243775758985807,2018-05-26 04:13:58
2,0,2,4243775758985807,2018-05-26 04:14:58
2,0,2,4243775758985807,2018-05-26 04:15:59
2,0,2,4243775758985807,2018-05-26 04:16:59
2,0,2,4243775758985807,2018-05-26 04:17:59
3,0,2,4243775758985807,2018-05-26 04:18:59
3,0,2,4243775758985807,2018-05-26 04:19:59
3,0,2,4243775758985807,2018-05-26 04:20:59
3,0,2,4243775758985807,2018-05-26 04:22:00
3,0,2,4243775758985807,2018-05-26 04:23:00
3,0,2,4243775758985807,2018-05-26 04:24:00
3,0,2,4243775758985807,2018-05-26 04:25:00
3,0,2,4243775758985807,2018-05-26 04:26:00
3,0,2,4243775758985807,2018-05-26 04:27:00
3,0,2,4243775758985807,2018-05-26 04:28:01
3,0,2,4243775758985807,2018-05-26 04:29:01
3,0,2,4243775758985807,2018-05-26 04:30:01
3,0,2,4243775758985807,2018-05-26 04:31:01
4,0,2,4243775758985807,2018-05-26 04:32:01
4,0,2,4243775758985807,2018-05-26 04:33:01
4,0,2,4243775758985807,2018-05-26 04:34:01
4,0,2,4243775758985807,2018-05-26 04:35:02
4,0,2,4243775758985807,2018-05-26 04:36:02
4,0,2,4243775758985807,2018-05-26 04:37:02
4,0,2,4243775758985807,2018-05-26 04:38:02
4,0,2,4243775758985807,2018-05-26 04:39:02
4,0,2,4243775758985807,2018-05-26 04:40:02
4,0,2,4243775758985807,2018-05-26 04:41:03
4,0,2,4243775758985807,2018-05-26 04:42:03
5,0,2,4243775758985807,2018-05-26 04:43:03
5,1,2,4243775758985807,2018-05-26 04:44:03
5,1,2,4243775758985807,2018-05-26 04:45:03
5,1,2,4243775758985807,2018-05-26 04:46:03
6,1,2,4243775758985807,2018-05-26 04:47:04
6,1,2,4243775758985807,2018-05-26 04:48:04
6,1,2,4243775758985807,2018-05-26 04:49:04
6,1,2,4243775758985807,2018-05-26 04:50:04
6,1,2,4243775758985807,2018-05-26 04:51:04
6,1,2,4243775758985807,2018-05-26 04:52:04
6,1,2,4243775758985807,2018-05-26 04:53:04
6,1,2,4243775758985807,2018-05-26 04:54:05
6,2,2,4243775758985807,2018-05-26 04:55:05
6,2,2,4243775758985807,2018-05-26 04:56:05
