31,2,7,4243587581433632,2018-05-25 15:42:07
34,2,8,4243587581433632,2018-05-25 15:43:07
36,2,10,4243587581433632,2018-05-25 15:44:07
37,2,12,4243587581433632,2018-05-25 15:45:07
40,2,12,4243587581433632,2018-05-25 15:46:08
46,2,13,4243587581433632,2018-05-25 15:47:08
48,4,13,4243587581433632,2018-05-25 15:48:08
52,4,14,4243587581433632,2018-05-25 15:49:08
57,4,15,4243587581433632,2018-05-25 15:50:09
60,4,17,4243587581433632,2018-05-25 15:51:09
61,4,18,4243587581433632,2018-05-25 15:52:09
64,4,18,4243587581433632,2018-05-25 15:53:09
68,4,19,4243587581433632,2018-05-25 15:54:09
71,5,19,4243587581433632,2018-05-25 15:55:09
71,5,19,4243587581433632,2018-05-25 15:56:10
72,5,20,4243587581433632,2018-05-25 15:57:10
74,5,21,4243587581433632,2018-05-25 15:58:10
74,5,22,4243587581433632,2018-05-25 15:59:10
74,5,22,4243587581433632,2018-05-25 16:00:10
78,5,22,4243587581433632,2018-05-25 16:01:11
79,5,22,4243587581433632,2018-05-25 16:02:11
79,5,22,4243587581433632,2018-05-25 16:03:11
82,6,22,4243587581433632,2018-05-25 16:04:11
83,6,24,4243587581433632,2018-05-25 16:05:12
83,6,24,4243587581433632,2018-05-25 16:06:12
83,6,24,4243587581433632,2018-05-25 16:07:12
84,6,24,4243587581433632,2018-05-25 16:08:12
86,6,24,4243587581433632,2018-05-25 16:09:12
88,6,24,4243587581433632,2018-05-25 16:10:13
89,6,24,4243587581433632,2018-05-25 16:11:13
92,6,24,4243587581433632,2018-05-25 16:12:13
93,6,24,4243587581433632,2018-05-25 16:13:14
94,6,24,4243587581433632,2018-05-25 16:14:14
95,6,24,4243587581433632,2018-05-25 16:15:14
98,6,24,4243587581433632,2018-05-25 16:16:15
98,6,24,4243587581433632,2018-05-25 16:17:15
101,6,24,4243587581433632,2018-05-25 16:18:15
104,7,24,4243587581433632,2018-05-25 16:19:16
106,7,26,4243587581433632,2018-05-25 16:20:16
107,7,26,4243587581433632,2018-05-25 16:21:16
111,7,26,4243587581433632,2018-05-25 16:22:16
111,7,27,4243587581433632,2018-05-25 16:23:16
114,7,27,4243587581433632,2018-05-25 16:24:17
114,7,27,4243587581433632,2018-05-25 16:25:17
114,7,27,4243587581433632,2018-05-25 16:26:17
115,7,27,4243587581433632,2018-05-25 16:27:17
116,7,27,4243587581433632,2018-05-25 16:28:17
116,7,27,4243587581433632,2018-05-25 16:29:18
118,7,27,4243587581433632,2018-05-25 16:30:18
121,7,28,4243587581433632,2018-05-25 16:31:18
122,7,28,4243587581433632,2018-05-25 16:32:18
125,7,28,4243587581433632,2018-05-25 16:33:18
127,7,29,4243587581433632,2018-05-25 16:34:19
131,7,29,4243587581433632,2018-05-25 16:35:19
133,8,30,4243587581433632,2018-05-25 16:36:19
134,8,30,4243587581433632,2018-05-25 16:37:19
135,8,30,4243587581433632,2018-05-25 16:38:19
136,8,30,4243587581433632,2018-05-25 16:39:19
137,8,30,4243587581433632,2018-05-25 16:40:20
138,8,30,4243587581433632,2018-05-25 16:41:20
140,8,30,4243587581433632,2018-05-25 16:42:20
141,8,30,4243587581433632,2018-05-25 16:43:20
142,8,31,4243587581433632,2018-05-25 16:44:20
143,8,31,4243587581433632,2018-05-25 16:45:20
143,8,31,4243587581433632,2018-05-25 16:46:21
144,8,31,4243587581433632,2018-05-25 16:47:21
146,8,31,4243587581433632,2018-05-25 16:48:21
147,8,31,4243587581433632,2018-05-25 16:49:21
148,8,32,4243587581433632,2018-05-25 16:50:21
150,8,32,4243587581433632,2018-05-25 16:51:21
152,8,32,4243587581433632,2018-05-25 16:52:22
155,8,32,4243587581433632,2018-05-25 16:53:22
156,8,32,4243587581433632,2018-05-25 16:54:22
156,8,33,4243587581433632,2018-05-25 16:55:22
157,8,34,4243587581433632,2018-05-25 16:56:22
159,8,34,4243587581433632,2018-05-25 16:57:23
162,8,34,4243587581433632,2018-05-25 16:58:23
163,8,35,4243587581433632,2018-05-25 16:59:23
164,8,35,4243587581433632,2018-05-25 17:00:23
165,8,36,4243587581433632,2018-05-25 17:01:23
172,8,36,4243587581433632,2018-05-25 17:02:24
173,8,36,4243587581433632,2018-05-25 17:03:24
179,8,36,4243587581433632,2018-05-25 17:04:25
181,8,36,4243587581433632,2018-05-25 17:05:25
181,8,36,4243587581433632,2018-05-25 17:06:25
183,8,37,4243587581433632,2018-05-25 17:07:25
184,8,37,4243587581433632,2018-05-25 17:08:25
184,8,37,4243587581433632,2018-05-25 17:09:25
186,8,38,4243587581433632,2018-05-25 17:10:26
188,8,38,4243587581433632,2018-05-25 17:11:26
192,8,38,4243587581433632,2018-05-25 17:12:26
194,8,38,4243587581433632,2018-05-25 17:13:26
196,8,38,4243587581433632,2018-05-25 17:14:26
196,8,38,4243587581433632,2018-05-25 17:15:27
197,8,38,4243587581433632,2018-05-25 17:16:27
199,9,38,4243587581433632,2018-05-25 17:17:27
199,9,38,4243587581433632,2018-05-25 17:18:27
201,9,38,4243587581433632,2018-05-25 17:19:27
203,9,38,4243587581433632,2018-05-25 17:20:27
203,9,38,4243587581433632,2018-05-25 17:21:28
203,9,38,4243587581433632,2018-05-25 17:22:28
206,9,38,4243587581433632,2018-05-25 17:23:28
210,10,38,4243587581433632,2018-05-25 17:24:28
212,10,39,4243587581433632,2018-05-25 17:25:28
213,10,39,4243587581433632,2018-05-25 17:26:28
